gene_symbol_mouse,number_tissues_cycling,phase_adrg,phase_aort,phase_bfat,phase_bstm,phase_cere,phase_hart,phase_hypo,phase_kdny,phase_livr,phase_lung,phase_musc,phase_wfat
Lyrm7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Magee2,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
Mapk1ip1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Marveld1,8,15,16,17,NULL,NULL,16,NULL,16,15,14,NULL,16
Mettl4,3,NULL,NULL,NULL,NULL,23,NULL,NULL,0,NULL,20,NULL,NULL
Mettl7a1,4,NULL,NULL,NULL,17,NULL,15,NULL,NULL,NULL,15,14,NULL
Mff,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Mfsd3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Mfsd4,2,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Mical3,2,NULL,7,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
Morn1,2,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,8,NULL,NULL
Mospd1,1,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mpeg1,1,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mrto4,3,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,16,10,NULL,NULL
Msl1,1,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mtfp1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL
Murc,2,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,3,NULL
Shc4,1,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Shisa2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Sike1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc15a3,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Slc25a30,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL
Slc25a42,3,NULL,NULL,9,NULL,NULL,NULL,NULL,12,NULL,NULL,8,NULL
Slc25a45,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,20,NULL,NULL,NULL
Slc25a47,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL
Slc35d2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL
Slc38a9,2,NULL,NULL,NULL,20,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL
Slc41a2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc41a3,5,NULL,NULL,23,8,NULL,2,NULL,NULL,12,NULL,4,NULL
Smpdl3a,2,6,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Snhg11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Sntg2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,7
Snx31,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL
Il34,3,NULL,NULL,18,NULL,14,NULL,NULL,NULL,NULL,15,NULL,NULL
Ip6k3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL
Iqgap3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
Islr,1,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kbtbd12,1,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kcnf1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL
Klhl24,4,5,NULL,NULL,NULL,NULL,6,NULL,3,5,NULL,NULL,NULL
Klhl30,3,NULL,NULL,22,NULL,NULL,23,NULL,NULL,NULL,NULL,0,NULL
Klraq1,2,NULL,NULL,NULL,21,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Lass6,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,12,NULL,NULL,NULL
Lmln,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
Lmod2,1,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
Loh12cr1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Lpin3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Otud1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
P4ha3,1,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL
Pcyox1l,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Pddc1,2,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,23,NULL,NULL,NULL
Pear1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Pex11c,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Susd3,2,10,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Syt15,1,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tatdn1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Tatdn2,1,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL
Tatdn3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Tcp11l1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Tlcd1,4,NULL,NULL,NULL,10,10,NULL,NULL,10,NULL,17,NULL,NULL
Tmem192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Tmem209,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Tmem218,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Tmem45b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Tmem53,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
Trim56,2,NULL,8,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Ranbp6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Rasal3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
Rasl11a,6,22,22,NULL,NULL,NULL,21,NULL,0,NULL,21,NULL,0
Rasl11b,2,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Rell1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,3,NULL,NULL,NULL
Rhbdl1,3,9,NULL,NULL,NULL,NULL,15,NULL,10,NULL,NULL,NULL,NULL
Ripply3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Rnf208,1,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL
Rnf214,1,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rnft2,1,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rtp4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Rttn,2,NULL,NULL,NULL,NULL,NULL,19,NULL,22,NULL,NULL,NULL,NULL
Sacs,2,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
Sdhaf1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,17,NULL,NULL,NULL
Sec61g,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sfrs18,3,20,NULL,NULL,NULL,22,NULL,NULL,22,NULL,NULL,NULL,NULL
Pi16,3,NULL,NULL,20,NULL,NULL,20,NULL,NULL,NULL,NULL,0,NULL
Pld4,1,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL
Ppdpf,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Ppil6,3,NULL,NULL,NULL,NULL,23,NULL,23,3,NULL,NULL,NULL,NULL
Ppp1r3d,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,19
Ppwd1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Pqlc3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Prr14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Prrc1,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
Pstk,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Ptcd1,2,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,14,NULL,NULL
Rab15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL
Rabl5,1,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zc3h12b,1,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zcchc5,1,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zcchc9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zcwpw1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Zfp101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Zfp40,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zfp583,1,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp667,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,18,NULL,NULL
Zfp770,2,NULL,NULL,23,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zfp809,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,13
Zfp871,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL
Znf512b,4,NULL,6,5,5,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Zswim4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,8,NULL
Trim72,1,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trmt2b,1,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ttc26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Ttc39c,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL
Ttc7b,4,6,4,NULL,NULL,NULL,NULL,NULL,7,16,NULL,NULL,NULL
Ttpal,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Ttyh3,2,20,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Ubxn8,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Vwc2,1,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wbscr27,6,4,5,NULL,NULL,NULL,NULL,8,6,3,5,NULL,NULL
Wdr67,4,NULL,NULL,0,NULL,NULL,23,NULL,NULL,NULL,NULL,22,6
Wdr78,2,20,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Zbed3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Tspan11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL
Tspyl5,1,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Whamm,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
Xpnpep3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,16,NULL,NULL,NULL
Zar1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
Szt2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2,NULL,23
Taf15,2,NULL,7,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL
Tapbpl,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
Tbc1d16,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,11,NULL,NULL,NULL
Tbc1d8b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Tceal8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,6,NULL,NULL
Tecpr2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Tmed6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Tmem110,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem120a,3,9,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem120b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Tmem150a,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,21,11,NULL,NULL
Tmem175,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Tmem179b,2,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Tmem182,1,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem205,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Tmem26,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem39b,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
Tmem45a,2,NULL,NULL,NULL,NULL,1,NULL,23,NULL,NULL,NULL,NULL,NULL
Tmem63c,1,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmprss5,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trappc1,1,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL
Slc10a6,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Slc16a12,6,NULL,NULL,20,12,12,NULL,15,NULL,14,12,NULL,NULL
Slc16a5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,17,NULL,NULL,NULL
Slc22a15,2,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc25a35,5,NULL,NULL,NULL,NULL,21,18,NULL,15,21,21,NULL,NULL
Slc37a2,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Slc43a3,7,NULL,15,15,12,NULL,14,NULL,15,NULL,15,16,NULL
Snx32,2,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Stk32c,1,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nacad,2,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,9,NULL,NULL,NULL
Nek5,2,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Ngrn,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,19,NULL,NULL
Nhsl1,2,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Nptn,3,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,13,13,NULL,NULL
Nr2c2ap,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Nrbp2,2,NULL,11,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nsun7,2,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,0,NULL,NULL
Nt5c3l,1,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lrrc52,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL
Lrrc55,1,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lrriq1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Lrtm1,2,NULL,NULL,21,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Lrtm2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Magix,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Mettl8,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,22,NULL,NULL,NULL
Mfsd7a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Mtx3,3,NULL,NULL,NULL,NULL,NULL,1,NULL,2,2,NULL,NULL,NULL
Myeov2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Oxnad1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Papolb,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
Pcdhb7,1,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL
Pet112l,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,21
Igsf10,5,NULL,NULL,2,NULL,4,3,NULL,NULL,NULL,2,4,NULL
Igsf9b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
Ikbip,1,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
Irf2bp2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,22,NULL,22,NULL
Irgm2,1,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Itpripl1,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kdm1b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Klhdc8a,4,NULL,NULL,NULL,NULL,6,1,NULL,23,22,NULL,NULL,NULL
Krt80,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL
Lekr1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Leng9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL
Lmbrd2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Lonrf1,8,14,13,15,NULL,NULL,16,NULL,13,16,14,NULL,14
Lonrf2,1,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfc3h1,2,NULL,NULL,NULL,NULL,21,NULL,NULL,21,NULL,NULL,NULL,NULL
Zfp369,1,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp382,1,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp420,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Zfp511,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL
Zfp563,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL
Zfp777,1,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp81,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zfp828,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Zswim7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Rfesd,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,23,NULL,NULL,NULL
Rnf150,2,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL
Rnf183,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Rnft1,4,NULL,1,NULL,NULL,0,NULL,NULL,NULL,3,20,NULL,NULL
Rps28,3,NULL,6,NULL,NULL,12,NULL,NULL,NULL,NULL,8,NULL,NULL
Rsbn1l,1,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL
Samd9l,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Sclt1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,5,NULL
Sdr9c7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Secisbp2l,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,20,NULL,NULL
Serpina3f,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
Serpinb12,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Plac9,1,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Plekhn1,1,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL
Plekho2,1,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Plscr2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Pnldc1,1,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pou5f2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Pramef8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Prdm6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL
Prosapip1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Prr15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Prrg1,1,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL
Prrg3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL
Qpctl,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,20
Rab3il1,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cmbl,3,NULL,NULL,NULL,NULL,5,NULL,NULL,10,2,NULL,NULL,NULL
Crybg3,6,NULL,23,0,NULL,20,5,NULL,NULL,19,NULL,NULL,0
Cwh43,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16
Cyp4f39,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,0,2,NULL
D630039A03Rik,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Dennd2d,3,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,13
Dnajc22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Elovl7,2,NULL,NULL,NULL,NULL,4,NULL,NULL,21,NULL,NULL,NULL,NULL
Ephx3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Fam160a1,3,NULL,NULL,23,NULL,NULL,19,NULL,NULL,1,NULL,NULL,NULL
Fam162b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Fam177a,3,NULL,7,7,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Fam195b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Fam36a,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,1,NULL,NULL
Fam38a,5,7,6,8,6,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL
Fam78b,3,18,NULL,23,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fam98a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL
Btbd6,1,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL
Camsap1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Ccdc115,1,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ccdc28a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Ccdc45,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
Fbxw15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL
Folh1,4,NULL,NULL,NULL,19,19,NULL,18,0,NULL,NULL,NULL,NULL
Fsip1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL
Gatc,2,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Gatsl2,3,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,23
Ggt6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL
Gk5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL
Gm129,11,10,11,11,10,12,11,10,10,11,NULL,9,11
Gm17296,1,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gm5617,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Gp49a,4,4,NULL,NULL,NULL,NULL,7,NULL,2,4,NULL,NULL,NULL
